d4:above;1.12,-0.5,0.0,0.5,0.0,1.5,0.0;on;1.14,-0.23,0.0,0.8,0.0,1.0,0.0
d5:above;1.12,-0.5,0.0,0.5,0.0,1.6,0.0;on;1.12,-0.095,0.0,0.5,0.0,1.08,0.0
d6:above;1.09,-0.2,0.0,0.0,0.0,1.5,0.0;on;1.09,0.18,0.0,0.0,0.0,1.18,0.0
d7:above;1.09,-0.2,0.0,0.0,0.0,1.2,0.0;on;1.07,0.2,0.0,0.0,0.0,0.95,0.0
d8:above;1.09,-0.2,0.0,0.0,0.0,1.0,0.0;on;1.06,0.25,0.0,0.0,0.0,0.65,0.0

e1:above;1.1,-0.8,0.0,1.5,0.0,1.5,0.0;on;1.15,-0.52,0.0,1.5,0.0,0.72,0.0
e2:above;1.1,-0.8,0.0,1.5,0.0,1.0,0.0;on;1.12,-0.52,0.0,1.5,0.0,0.55,0.0
e3:above;1.1,-0.8,0.0,1.5,0.0,0.6,0.0;on;1.08,-0.5,0.0,1.5,0.0,0.4,0.0
e4:above;1.1,-0.8,0.0,1.5,0.0,0.8,0.0;on;1.06,-0.32,0.0,1.0,0.0,0.88,0.0
e5:above;1.05,-0.3,0.0,0.4,0.0,1.5,0.0;on;1.04,-0.045,0.0,0.4,0.0,1.15,0.0
e6:above;1.03,-0.3,0.0,0.4,0.0,1.2,0.0;on;1.03,-0.03,0.0,0.4,0.0,1.05,0.0
e7:above;1.01,-0.3,0.0,0.4,0.0,1.2,0.0;on;1.01,0.0,0.0,0.4,0.0,0.77,0.0
e8:above;1.0,0.0,0.0,0.0,0.0,0.8,0.0;on;1.0,0.22,0.0,0.0,0.0,0.77,0.0

f1:above;1.0,-0.7,0.0,1.5,0.0,1.5,0.0;on;1.05,-0.52,0.0,1.5,0.0,0.77,0.0
f2:above;1.0,-0.7,0.0,1.5,0.0,1.0,0.0;on;1.03,-0.52,0.0,1.5,0.0,0.6,0.0
f3:above;1.0,-0.7,0.0,1.5,0.0,0.8,0.0;on;1.015,-0.52,0.0,1.5,0.0,0.43,0.0
f4:above;1.0,-0.7,0.0,1.5,0.0,0.5,0.0;on;0.995,-0.4,0.0,1.2,0.0,0.68,0.0
f5:above;1.0,-0.7,0.0,1.5,0.0,0.5,0.0;on;0.98,-0.37,0.0,1.2,0.0,0.45,0.0
f6:above;0.96,0.0,0.0,0.0,0.0,1.6,0.0;on;0.97,0.17,0.0,0.0,0.0,1.25,0.0
f7:above;0.96,0.0,0.0,0.0,0.0,1.2,0.0;on;0.96,0.19,0.0,0.0,0.0,1.08,0.0
f8:above;0.95,-0.45,0.0,0.8,0.0,1.0,0.0;on;0.94,0.24,0.0,0.0,0.0,0.8,0.0

g1:above;0.93,-0.8,0.0,1.5,0.0,1.5,0.0;on;0.95,-0.52,0.0,1.5,0.0,0.79,0.0
g2:above;0.93,-0.8,0.0,1.5,0.0,1.0,0.0;on;0.94,-0.52,0.0,1.5,0.0,0.62,0.0
g3:above;0.93,-0.8,0.0,1.5,0.0,0.8,0.0;on;0.92,-0.52,0.0,1.5,0.0,0.45,0.0
g4:above;0.93,-0.8,0.0,1.5,0.0,0.5,0.0;on;0.9,-0.4,0.0,1.2,0.0,0.7,0.0
g5:above;0.93,-0.8,0.0,1.5,0.0,0.5,0.0;on;0.9,-0.38,0.0,1.2,0.0,0.48,0.0
g6:above;0.9,-0.45,0.0,0.8,0.0,1.0,0.0;on;0.89,-0.03,0.0,0.4,0.0,1.1,0.0
g7:above;0.9,-0.45,0.0,0.8,0.0,1.0,0.0;on;0.89,0.19,0.0,0.0,0.0,1.1,0.0
g8:above;0.9,-0.45,0.0,0.8,0.0,1.0,0.0;on;0.89,0.22,0.0,0.0,0.0,0.87,0.0

h1:above;0.83,-0.7,0.0,1.5,0.0,1.5,0.0;on;0.83,-0.52,0.0,1.5,0.0,0.79,0.0
h2:above;0.83,-0.7,0.0,1.5,0.0,0.8,0.0;on;0.83,-0.5,0.0,1.5,0.0,0.65,0.0
h3:above;0.83,-0.7,0.0,1.5,0.0,0.8,0.0;on;0.83,-0.5,0.0,1.5,0.0,0.5,0.0
h4:above;0.83,-0.65,0.0,1.2,0.0,1.0,0.0;on;0.83,-0.3,0.0,0.95,0.0,1.0,0.0
h5:above;0.83,-0.65,0.0,0.9,0.0,1.0,0.0;on;0.83,-0.3,0.0,0.95,0.0,0.8,0.0
h6:above;0.83,-0.65,0.0,0.9,0.0,1.0,0.0;on;0.83,0.0,0.0,0.3,0.0,1.2,0.0
h7:above;0.83,-0.65,0.0,0.8,0.0,1.0,0.0;on;0.83,0.1,0.0,0.2,0.0,1.0,0.0
h8:above;0.83,-0.65,0.0,0.8,0.0,1.0,0.0;on;0.83,0.2,0.0,0.0,0.0,0.9,0.0
